doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
course-registration-guide, data/VNU/huong-dan-dang-ky-hoc-phan.md,Đăng ký học phần,https://uet.edu.vn/wp-content/uploads/2018/11/H%C6%B0%E1%BB%9Bng-d%E1%BA%ABn-%C4%91%C4%83ng-k%C3%BD-h%E1%BB%8Dc.pdf,2026-08-03,2026.1,public
tuition-fee, data/VNU/dinh-muc-hoc-phi-2025.md,Định mức học phí 2025-2026,https://uet-test.uet.edu.vn/wp-content/uploads/2025/10/Dinh-muc-hoc-phi-nam-hoc-2025-2026-1.pdf,2026-08-03,2026.1,public
